"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2018M03D13","2018 March 13","20","Networked gas supply - imports","Gigawatt hours","40.046613"
"NGSD01C01","Networked Gas Daily Supply","2018M03D14","2018 March 14","-","All networked gas supply","Gigawatt hours","135.330861"
"NGSD01C01","Networked Gas Daily Supply","2018M03D14","2018 March 14","10","Networked gas supply - indigenous production","Gigawatt hours","105.978693"
"NGSD01C01","Networked Gas Daily Supply","2018M03D14","2018 March 14","20","Networked gas supply - imports","Gigawatt hours","29.352168"
"NGSD01C01","Networked Gas Daily Supply","2018M03D15","2018 March 15","-","All networked gas supply","Gigawatt hours","152.585878"
"NGSD01C01","Networked Gas Daily Supply","2018M03D15","2018 March 15","10","Networked gas supply - indigenous production","Gigawatt hours","108.658725"
"NGSD01C01","Networked Gas Daily Supply","2018M03D15","2018 March 15","20","Networked gas supply - imports","Gigawatt hours","43.927153"
"NGSD01C01","Networked Gas Daily Supply","2018M03D16","2018 March 16","-","All networked gas supply","Gigawatt hours","152.148019"
"NGSD01C01","Networked Gas Daily Supply","2018M03D16","2018 March 16","10","Networked gas supply - indigenous production","Gigawatt hours","108.637581"
"NGSD01C01","Networked Gas Daily Supply","2018M03D16","2018 March 16","20","Networked gas supply - imports","Gigawatt hours","43.510438"
"NGSD01C01","Networked Gas Daily Supply","2018M03D17","2018 March 17","-","All networked gas supply","Gigawatt hours","145.962823"
"NGSD01C01","Networked Gas Daily Supply","2018M03D17","2018 March 17","10","Networked gas supply - indigenous production","Gigawatt hours","108.198143"
"NGSD01C01","Networked Gas Daily Supply","2018M03D17","2018 March 17","20","Networked gas supply - imports","Gigawatt hours","37.76468"
"NGSD01C01","Networked Gas Daily Supply","2018M03D18","2018 March 18","-","All networked gas supply","Gigawatt hours","158.970476"
"NGSD01C01","Networked Gas Daily Supply","2018M03D18","2018 March 18","10","Networked gas supply - indigenous production","Gigawatt hours","98.450185"
"NGSD01C01","Networked Gas Daily Supply","2018M03D18","2018 March 18","20","Networked gas supply - imports","Gigawatt hours","60.520291"
"NGSD01C01","Networked Gas Daily Supply","2018M03D19","2018 March 19","-","All networked gas supply","Gigawatt hours","182.145592"
"NGSD01C01","Networked Gas Daily Supply","2018M03D19","2018 March 19","10","Networked gas supply - indigenous production","Gigawatt hours","108.284984"
"NGSD01C01","Networked Gas Daily Supply","2018M03D19","2018 March 19","20","Networked gas supply - imports","Gigawatt hours","73.860608"
"NGSD01C01","Networked Gas Daily Supply","2018M03D20","2018 March 20","-","All networked gas supply","Gigawatt hours","208.942718"
"NGSD01C01","Networked Gas Daily Supply","2018M03D20","2018 March 20","10","Networked gas supply - indigenous production","Gigawatt hours","108.425144"
"NGSD01C01","Networked Gas Daily Supply","2018M03D20","2018 March 20","20","Networked gas supply - imports","Gigawatt hours","100.517574"
"NGSD01C01","Networked Gas Daily Supply","2018M03D21","2018 March 21","-","All networked gas supply","Gigawatt hours","176.870616"
"NGSD01C01","Networked Gas Daily Supply","2018M03D21","2018 March 21","10","Networked gas supply - indigenous production","Gigawatt hours","108.41434"
"NGSD01C01","Networked Gas Daily Supply","2018M03D21","2018 March 21","20","Networked gas supply - imports","Gigawatt hours","68.456276"
"NGSD01C01","Networked Gas Daily Supply","2018M03D22","2018 March 22","-","All networked gas supply","Gigawatt hours","146.836385"
"NGSD01C01","Networked Gas Daily Supply","2018M03D22","2018 March 22","10","Networked gas supply - indigenous production","Gigawatt hours","108.371657"
"NGSD01C01","Networked Gas Daily Supply","2018M03D22","2018 March 22","20","Networked gas supply - imports","Gigawatt hours","38.464728"
"NGSD01C01","Networked Gas Daily Supply","2018M03D23","2018 March 23","-","All networked gas supply","Gigawatt hours","174.939722"
"NGSD01C01","Networked Gas Daily Supply","2018M03D23","2018 March 23","10","Networked gas supply - indigenous production","Gigawatt hours","102.666539"
"NGSD01C01","Networked Gas Daily Supply","2018M03D23","2018 March 23","20","Networked gas supply - imports","Gigawatt hours","72.273183"
"NGSD01C01","Networked Gas Daily Supply","2018M03D24","2018 March 24","-","All networked gas supply","Gigawatt hours","157.86787"
"NGSD01C01","Networked Gas Daily Supply","2018M03D24","2018 March 24","10","Networked gas supply - indigenous production","Gigawatt hours","103.393564"
"NGSD01C01","Networked Gas Daily Supply","2018M03D24","2018 March 24","20","Networked gas supply - imports","Gigawatt hours","54.474306"
"NGSD01C01","Networked Gas Daily Supply","2018M03D25","2018 March 25","-","All networked gas supply","Gigawatt hours","159.95861"
"NGSD01C01","Networked Gas Daily Supply","2018M03D25","2018 March 25","10","Networked gas supply - indigenous production","Gigawatt hours","107.982461"
"NGSD01C01","Networked Gas Daily Supply","2018M03D25","2018 March 25","20","Networked gas supply - imports","Gigawatt hours","51.976149"
"NGSD01C01","Networked Gas Daily Supply","2018M03D26","2018 March 26","-","All networked gas supply","Gigawatt hours","156.702442"
"NGSD01C01","Networked Gas Daily Supply","2018M03D26","2018 March 26","10","Networked gas supply - indigenous production","Gigawatt hours","107.756555"
"NGSD01C01","Networked Gas Daily Supply","2018M03D26","2018 March 26","20","Networked gas supply - imports","Gigawatt hours","48.945887"
"NGSD01C01","Networked Gas Daily Supply","2018M03D27","2018 March 27","-","All networked gas supply","Gigawatt hours","152.273888"
"NGSD01C01","Networked Gas Daily Supply","2018M03D27","2018 March 27","10","Networked gas supply - indigenous production","Gigawatt hours","107.743787"
"NGSD01C01","Networked Gas Daily Supply","2018M03D27","2018 March 27","20","Networked gas supply - imports","Gigawatt hours","44.530101"
"NGSD01C01","Networked Gas Daily Supply","2018M03D28","2018 March 28","-","All networked gas supply","Gigawatt hours","171.250021"
"NGSD01C01","Networked Gas Daily Supply","2018M03D28","2018 March 28","10","Networked gas supply - indigenous production","Gigawatt hours","107.680067"
"NGSD01C01","Networked Gas Daily Supply","2018M03D28","2018 March 28","20","Networked gas supply - imports","Gigawatt hours","63.569954"
"NGSD01C01","Networked Gas Daily Supply","2018M03D29","2018 March 29","-","All networked gas supply","Gigawatt hours","187.4525"
"NGSD01C01","Networked Gas Daily Supply","2018M03D29","2018 March 29","10","Networked gas supply - indigenous production","Gigawatt hours","107.609268"
"NGSD01C01","Networked Gas Daily Supply","2018M03D29","2018 March 29","20","Networked gas supply - imports","Gigawatt hours","79.843232"
"NGSD01C01","Networked Gas Daily Supply","2018M03D30","2018 March 30","-","All networked gas supply","Gigawatt hours","181.910625"
"NGSD01C01","Networked Gas Daily Supply","2018M03D30","2018 March 30","10","Networked gas supply - indigenous production","Gigawatt hours","107.581982"
"NGSD01C01","Networked Gas Daily Supply","2018M03D30","2018 March 30","20","Networked gas supply - imports","Gigawatt hours","74.328643"
"NGSD01C01","Networked Gas Daily Supply","2018M03D31","2018 March 31","-","All networked gas supply","Gigawatt hours","172.386732"
"NGSD01C01","Networked Gas Daily Supply","2018M03D31","2018 March 31","10","Networked gas supply - indigenous production","Gigawatt hours","107.474756"
"NGSD01C01","Networked Gas Daily Supply","2018M03D31","2018 March 31","20","Networked gas supply - imports","Gigawatt hours","64.911976"
"NGSD01C01","Networked Gas Daily Supply","2018M04D01","2018 April 01","-","All networked gas supply","Gigawatt hours","146.711805"
"NGSD01C01","Networked Gas Daily Supply","2018M04D01","2018 April 01","10","Networked gas supply - indigenous production","Gigawatt hours","107.420343"
"NGSD01C01","Networked Gas Daily Supply","2018M04D01","2018 April 01","20","Networked gas supply - imports","Gigawatt hours","39.291462"
"NGSD01C01","Networked Gas Daily Supply","2018M04D02","2018 April 02","-","All networked gas supply","Gigawatt hours","165.61151"
"NGSD01C01","Networked Gas Daily Supply","2018M04D02","2018 April 02","10","Networked gas supply - indigenous production","Gigawatt hours","105.556008"
"NGSD01C01","Networked Gas Daily Supply","2018M04D02","2018 April 02","20","Networked gas supply - imports","Gigawatt hours","60.055502"
"NGSD01C01","Networked Gas Daily Supply","2018M04D03","2018 April 03","-","All networked gas supply","Gigawatt hours","167.741525"
"NGSD01C01","Networked Gas Daily Supply","2018M04D03","2018 April 03","10","Networked gas supply - indigenous production","Gigawatt hours","107.306423"
"NGSD01C01","Networked Gas Daily Supply","2018M04D03","2018 April 03","20","Networked gas supply - imports","Gigawatt hours","60.435102"
"NGSD01C01","Networked Gas Daily Supply","2018M04D04","2018 April 04","-","All networked gas supply","Gigawatt hours","173.564111"
"NGSD01C01","Networked Gas Daily Supply","2018M04D04","2018 April 04","10","Networked gas supply - indigenous production","Gigawatt hours","107.309894"
"NGSD01C01","Networked Gas Daily Supply","2018M04D04","2018 April 04","20","Networked gas supply - imports","Gigawatt hours","66.254217"
"NGSD01C01","Networked Gas Daily Supply","2018M04D05","2018 April 05","-","All networked gas supply","Gigawatt hours","144.059799"
"NGSD01C01","Networked Gas Daily Supply","2018M04D05","2018 April 05","10","Networked gas supply - indigenous production","Gigawatt hours","107.334087"
"NGSD01C01","Networked Gas Daily Supply","2018M04D05","2018 April 05","20","Networked gas supply - imports","Gigawatt hours","36.725712"
"NGSD01C01","Networked Gas Daily Supply","2018M04D06","2018 April 06","-","All networked gas supply","Gigawatt hours","143.978136"
"NGSD01C01","Networked Gas Daily Supply","2018M04D06","2018 April 06","10","Networked gas supply - indigenous production","Gigawatt hours","101.870929"
"NGSD01C01","Networked Gas Daily Supply","2018M04D06","2018 April 06","20","Networked gas supply - imports","Gigawatt hours","42.107207"
"NGSD01C01","Networked Gas Daily Supply","2018M04D07","2018 April 07","-","All networked gas supply","Gigawatt hours","172.296586"
"NGSD01C01","Networked Gas Daily Supply","2018M04D07","2018 April 07","10","Networked gas supply - indigenous production","Gigawatt hours","98.882905"
"NGSD01C01","Networked Gas Daily Supply","2018M04D07","2018 April 07","20","Networked gas supply - imports","Gigawatt hours","73.413681"
"NGSD01C01","Networked Gas Daily Supply","2018M04D08","2018 April 08","-","All networked gas supply","Gigawatt hours","166.010793"
"NGSD01C01","Networked Gas Daily Supply","2018M04D08","2018 April 08","10","Networked gas supply - indigenous production","Gigawatt hours","98.701659"
"NGSD01C01","Networked Gas Daily Supply","2018M04D08","2018 April 08","20","Networked gas supply - imports","Gigawatt hours","67.309134"
"NGSD01C01","Networked Gas Daily Supply","2018M04D09","2018 April 09","-","All networked gas supply","Gigawatt hours","165.404953"
"NGSD01C01","Networked Gas Daily Supply","2018M04D09","2018 April 09","10","Networked gas supply - indigenous production","Gigawatt hours","52.402352"
"NGSD01C01","Networked Gas Daily Supply","2018M04D09","2018 April 09","20","Networked gas supply - imports","Gigawatt hours","113.002601"
"NGSD01C01","Networked Gas Daily Supply","2018M04D10","2018 April 10","-","All networked gas supply","Gigawatt hours","175.338545"
"NGSD01C01","Networked Gas Daily Supply","2018M04D10","2018 April 10","10","Networked gas supply - indigenous production","Gigawatt hours","93.08671"
"NGSD01C01","Networked Gas Daily Supply","2018M04D10","2018 April 10","20","Networked gas supply - imports","Gigawatt hours","82.251835"
"NGSD01C01","Networked Gas Daily Supply","2018M04D11","2018 April 11","-","All networked gas supply","Gigawatt hours","184.69593"
"NGSD01C01","Networked Gas Daily Supply","2018M04D11","2018 April 11","10","Networked gas supply - indigenous production","Gigawatt hours","73.708823"
"NGSD01C01","Networked Gas Daily Supply","2018M04D11","2018 April 11","20","Networked gas supply - imports","Gigawatt hours","110.987107"
"NGSD01C01","Networked Gas Daily Supply","2018M04D12","2018 April 12","-","All networked gas supply","Gigawatt hours","197.469681"
"NGSD01C01","Networked Gas Daily Supply","2018M04D12","2018 April 12","10","Networked gas supply - indigenous production","Gigawatt hours","96.471753"
"NGSD01C01","Networked Gas Daily Supply","2018M04D12","2018 April 12","20","Networked gas supply - imports","Gigawatt hours","100.997928"
"NGSD01C01","Networked Gas Daily Supply","2018M04D13","2018 April 13","-","All networked gas supply","Gigawatt hours","184.338493"
"NGSD01C01","Networked Gas Daily Supply","2018M04D13","2018 April 13","10","Networked gas supply - indigenous production","Gigawatt hours","94.457417"
"NGSD01C01","Networked Gas Daily Supply","2018M04D13","2018 April 13","20","Networked gas supply - imports","Gigawatt hours","89.881076"
"NGSD01C01","Networked Gas Daily Supply","2018M04D14","2018 April 14","-","All networked gas supply","Gigawatt hours","131.804153"
"NGSD01C01","Networked Gas Daily Supply","2018M04D14","2018 April 14","10","Networked gas supply - indigenous production","Gigawatt hours","98.569403"
"NGSD01C01","Networked Gas Daily Supply","2018M04D14","2018 April 14","20","Networked gas supply - imports","Gigawatt hours","33.23475"
"NGSD01C01","Networked Gas Daily Supply","2018M04D15","2018 April 15","-","All networked gas supply","Gigawatt hours","126.468836"
"NGSD01C01","Networked Gas Daily Supply","2018M04D15","2018 April 15","10","Networked gas supply - indigenous production","Gigawatt hours","98.536997"
"NGSD01C01","Networked Gas Daily Supply","2018M04D15","2018 April 15","20","Networked gas supply - imports","Gigawatt hours","27.931839"
"NGSD01C01","Networked Gas Daily Supply","2018M04D16","2018 April 16","-","All networked gas supply","Gigawatt hours","132.142968"
