"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2022M02D24","2022 February 24","10","Networked gas supply - indigenous production","Gigawatt hours","44.364891"
"NGSD01C01","Networked Gas Daily Supply","2022M02D24","2022 February 24","20","Networked gas supply - imports","Gigawatt hours","114.078712"
"NGSD01C01","Networked Gas Daily Supply","2022M02D25","2022 February 25","-","All networked gas supply","Gigawatt hours","152.704306"
"NGSD01C01","Networked Gas Daily Supply","2022M02D25","2022 February 25","10","Networked gas supply - indigenous production","Gigawatt hours","44.240809"
"NGSD01C01","Networked Gas Daily Supply","2022M02D25","2022 February 25","20","Networked gas supply - imports","Gigawatt hours","108.463497"
"NGSD01C01","Networked Gas Daily Supply","2022M02D26","2022 February 26","-","All networked gas supply","Gigawatt hours","115.201441"
"NGSD01C01","Networked Gas Daily Supply","2022M02D26","2022 February 26","10","Networked gas supply - indigenous production","Gigawatt hours","44.158153"
"NGSD01C01","Networked Gas Daily Supply","2022M02D26","2022 February 26","20","Networked gas supply - imports","Gigawatt hours","71.043288"
"NGSD01C01","Networked Gas Daily Supply","2022M02D27","2022 February 27","-","All networked gas supply","Gigawatt hours","118.820045"
"NGSD01C01","Networked Gas Daily Supply","2022M02D27","2022 February 27","10","Networked gas supply - indigenous production","Gigawatt hours","44.133072"
"NGSD01C01","Networked Gas Daily Supply","2022M02D27","2022 February 27","20","Networked gas supply - imports","Gigawatt hours","74.686973"
"NGSD01C01","Networked Gas Daily Supply","2022M02D28","2022 February 28","-","All networked gas supply","Gigawatt hours","196.609483"
"NGSD01C01","Networked Gas Daily Supply","2022M02D28","2022 February 28","10","Networked gas supply - indigenous production","Gigawatt hours","44.308088"
"NGSD01C01","Networked Gas Daily Supply","2022M02D28","2022 February 28","20","Networked gas supply - imports","Gigawatt hours","152.301395"
"NGSD01C01","Networked Gas Daily Supply","2022M03D01","2022 March 01","-","All networked gas supply","Gigawatt hours","188.790131"
"NGSD01C01","Networked Gas Daily Supply","2022M03D01","2022 March 01","10","Networked gas supply - indigenous production","Gigawatt hours","44.154146"
"NGSD01C01","Networked Gas Daily Supply","2022M03D01","2022 March 01","20","Networked gas supply - imports","Gigawatt hours","144.635985"
"NGSD01C01","Networked Gas Daily Supply","2022M03D02","2022 March 02","-","All networked gas supply","Gigawatt hours","165.185621"
"NGSD01C01","Networked Gas Daily Supply","2022M03D02","2022 March 02","10","Networked gas supply - indigenous production","Gigawatt hours","43.905117"
"NGSD01C01","Networked Gas Daily Supply","2022M03D02","2022 March 02","20","Networked gas supply - imports","Gigawatt hours","121.280504"
"NGSD01C01","Networked Gas Daily Supply","2022M03D03","2022 March 03","-","All networked gas supply","Gigawatt hours","174.939412"
"NGSD01C01","Networked Gas Daily Supply","2022M03D03","2022 March 03","10","Networked gas supply - indigenous production","Gigawatt hours","44.121419"
"NGSD01C01","Networked Gas Daily Supply","2022M03D03","2022 March 03","20","Networked gas supply - imports","Gigawatt hours","130.817993"
"NGSD01C01","Networked Gas Daily Supply","2022M03D04","2022 March 04","-","All networked gas supply","Gigawatt hours","199.029587"
"NGSD01C01","Networked Gas Daily Supply","2022M03D04","2022 March 04","10","Networked gas supply - indigenous production","Gigawatt hours","44.060658"
"NGSD01C01","Networked Gas Daily Supply","2022M03D04","2022 March 04","20","Networked gas supply - imports","Gigawatt hours","154.968929"
"NGSD01C01","Networked Gas Daily Supply","2022M03D05","2022 March 05","-","All networked gas supply","Gigawatt hours","175.743157"
"NGSD01C01","Networked Gas Daily Supply","2022M03D05","2022 March 05","10","Networked gas supply - indigenous production","Gigawatt hours","43.878639"
"NGSD01C01","Networked Gas Daily Supply","2022M03D05","2022 March 05","20","Networked gas supply - imports","Gigawatt hours","131.864518"
"NGSD01C01","Networked Gas Daily Supply","2022M03D06","2022 March 06","-","All networked gas supply","Gigawatt hours","155.527155"
"NGSD01C01","Networked Gas Daily Supply","2022M03D06","2022 March 06","10","Networked gas supply - indigenous production","Gigawatt hours","44.142222"
"NGSD01C01","Networked Gas Daily Supply","2022M03D06","2022 March 06","20","Networked gas supply - imports","Gigawatt hours","111.384933"
"NGSD01C01","Networked Gas Daily Supply","2022M03D07","2022 March 07","-","All networked gas supply","Gigawatt hours","137.743266"
"NGSD01C01","Networked Gas Daily Supply","2022M03D07","2022 March 07","10","Networked gas supply - indigenous production","Gigawatt hours","44.050887"
"NGSD01C01","Networked Gas Daily Supply","2022M03D07","2022 March 07","20","Networked gas supply - imports","Gigawatt hours","93.692379"
"NGSD01C01","Networked Gas Daily Supply","2022M03D08","2022 March 08","-","All networked gas supply","Gigawatt hours","131.455276"
"NGSD01C01","Networked Gas Daily Supply","2022M03D08","2022 March 08","10","Networked gas supply - indigenous production","Gigawatt hours","43.945756"
"NGSD01C01","Networked Gas Daily Supply","2022M03D08","2022 March 08","20","Networked gas supply - imports","Gigawatt hours","87.50952"
"NGSD01C01","Networked Gas Daily Supply","2022M03D09","2022 March 09","-","All networked gas supply","Gigawatt hours","187.361598"
"NGSD01C01","Networked Gas Daily Supply","2022M03D09","2022 March 09","10","Networked gas supply - indigenous production","Gigawatt hours","44.087268"
"NGSD01C01","Networked Gas Daily Supply","2022M03D09","2022 March 09","20","Networked gas supply - imports","Gigawatt hours","143.27433"
"NGSD01C01","Networked Gas Daily Supply","2022M03D10","2022 March 10","-","All networked gas supply","Gigawatt hours","139.170301"
"NGSD01C01","Networked Gas Daily Supply","2022M03D10","2022 March 10","10","Networked gas supply - indigenous production","Gigawatt hours","40.211639"
"NGSD01C01","Networked Gas Daily Supply","2022M03D10","2022 March 10","20","Networked gas supply - imports","Gigawatt hours","98.958662"
"NGSD01C01","Networked Gas Daily Supply","2022M03D11","2022 March 11","-","All networked gas supply","Gigawatt hours","167.46758"
"NGSD01C01","Networked Gas Daily Supply","2022M03D11","2022 March 11","10","Networked gas supply - indigenous production","Gigawatt hours","44.195706"
"NGSD01C01","Networked Gas Daily Supply","2022M03D11","2022 March 11","20","Networked gas supply - imports","Gigawatt hours","123.271874"
"NGSD01C01","Networked Gas Daily Supply","2022M03D12","2022 March 12","-","All networked gas supply","Gigawatt hours","136.699714"
"NGSD01C01","Networked Gas Daily Supply","2022M03D12","2022 March 12","10","Networked gas supply - indigenous production","Gigawatt hours","44.30986"
"NGSD01C01","Networked Gas Daily Supply","2022M03D12","2022 March 12","20","Networked gas supply - imports","Gigawatt hours","92.389854"
"NGSD01C01","Networked Gas Daily Supply","2022M03D13","2022 March 13","-","All networked gas supply","Gigawatt hours","126.440654"
"NGSD01C01","Networked Gas Daily Supply","2022M03D13","2022 March 13","10","Networked gas supply - indigenous production","Gigawatt hours","44.274414"
"NGSD01C01","Networked Gas Daily Supply","2022M03D13","2022 March 13","20","Networked gas supply - imports","Gigawatt hours","82.16624"
"NGSD01C01","Networked Gas Daily Supply","2022M03D14","2022 March 14","-","All networked gas supply","Gigawatt hours","173.194016"
"NGSD01C01","Networked Gas Daily Supply","2022M03D14","2022 March 14","10","Networked gas supply - indigenous production","Gigawatt hours","44.089506"
"NGSD01C01","Networked Gas Daily Supply","2022M03D14","2022 March 14","20","Networked gas supply - imports","Gigawatt hours","129.10451"
"NGSD01C01","Networked Gas Daily Supply","2022M03D15","2022 March 15","-","All networked gas supply","Gigawatt hours","166.610127"
"NGSD01C01","Networked Gas Daily Supply","2022M03D15","2022 March 15","10","Networked gas supply - indigenous production","Gigawatt hours","44.095666"
"NGSD01C01","Networked Gas Daily Supply","2022M03D15","2022 March 15","20","Networked gas supply - imports","Gigawatt hours","122.514461"
"NGSD01C01","Networked Gas Daily Supply","2022M03D16","2022 March 16","-","All networked gas supply","Gigawatt hours","180.314516"
"NGSD01C01","Networked Gas Daily Supply","2022M03D16","2022 March 16","10","Networked gas supply - indigenous production","Gigawatt hours","43.996641"
"NGSD01C01","Networked Gas Daily Supply","2022M03D16","2022 March 16","20","Networked gas supply - imports","Gigawatt hours","136.317875"
"NGSD01C01","Networked Gas Daily Supply","2022M03D17","2022 March 17","-","All networked gas supply","Gigawatt hours","148.687272"
"NGSD01C01","Networked Gas Daily Supply","2022M03D17","2022 March 17","10","Networked gas supply - indigenous production","Gigawatt hours","43.92092"
"NGSD01C01","Networked Gas Daily Supply","2022M03D17","2022 March 17","20","Networked gas supply - imports","Gigawatt hours","104.766352"
"NGSD01C01","Networked Gas Daily Supply","2022M03D18","2022 March 18","-","All networked gas supply","Gigawatt hours","123.673047"
"NGSD01C01","Networked Gas Daily Supply","2022M03D18","2022 March 18","10","Networked gas supply - indigenous production","Gigawatt hours","43.648784"
"NGSD01C01","Networked Gas Daily Supply","2022M03D18","2022 March 18","20","Networked gas supply - imports","Gigawatt hours","80.024263"
"NGSD01C01","Networked Gas Daily Supply","2022M03D19","2022 March 19","-","All networked gas supply","Gigawatt hours","107.680152"
"NGSD01C01","Networked Gas Daily Supply","2022M03D19","2022 March 19","10","Networked gas supply - indigenous production","Gigawatt hours","43.712797"
"NGSD01C01","Networked Gas Daily Supply","2022M03D19","2022 March 19","20","Networked gas supply - imports","Gigawatt hours","63.967355"
"NGSD01C01","Networked Gas Daily Supply","2022M03D20","2022 March 20","-","All networked gas supply","Gigawatt hours","137.7844"
"NGSD01C01","Networked Gas Daily Supply","2022M03D20","2022 March 20","10","Networked gas supply - indigenous production","Gigawatt hours","43.737136"
"NGSD01C01","Networked Gas Daily Supply","2022M03D20","2022 March 20","20","Networked gas supply - imports","Gigawatt hours","94.047264"
"NGSD01C01","Networked Gas Daily Supply","2022M03D21","2022 March 21","-","All networked gas supply","Gigawatt hours","152.302776"
"NGSD01C01","Networked Gas Daily Supply","2022M03D21","2022 March 21","10","Networked gas supply - indigenous production","Gigawatt hours","43.607054"
"NGSD01C01","Networked Gas Daily Supply","2022M03D21","2022 March 21","20","Networked gas supply - imports","Gigawatt hours","108.695722"
"NGSD01C01","Networked Gas Daily Supply","2022M03D22","2022 March 22","-","All networked gas supply","Gigawatt hours","148.777572"
"NGSD01C01","Networked Gas Daily Supply","2022M03D22","2022 March 22","10","Networked gas supply - indigenous production","Gigawatt hours","43.252336"
"NGSD01C01","Networked Gas Daily Supply","2022M03D22","2022 March 22","20","Networked gas supply - imports","Gigawatt hours","105.525236"
"NGSD01C01","Networked Gas Daily Supply","2022M03D23","2022 March 23","-","All networked gas supply","Gigawatt hours","177.62031"
"NGSD01C01","Networked Gas Daily Supply","2022M03D23","2022 March 23","10","Networked gas supply - indigenous production","Gigawatt hours","43.754758"
"NGSD01C01","Networked Gas Daily Supply","2022M03D23","2022 March 23","20","Networked gas supply - imports","Gigawatt hours","133.865552"
"NGSD01C01","Networked Gas Daily Supply","2022M03D24","2022 March 24","-","All networked gas supply","Gigawatt hours","186.27514"
"NGSD01C01","Networked Gas Daily Supply","2022M03D24","2022 March 24","10","Networked gas supply - indigenous production","Gigawatt hours","43.618366"
"NGSD01C01","Networked Gas Daily Supply","2022M03D24","2022 March 24","20","Networked gas supply - imports","Gigawatt hours","142.656774"
"NGSD01C01","Networked Gas Daily Supply","2022M03D25","2022 March 25","-","All networked gas supply","Gigawatt hours","176.064357"
"NGSD01C01","Networked Gas Daily Supply","2022M03D25","2022 March 25","10","Networked gas supply - indigenous production","Gigawatt hours","43.604059"
"NGSD01C01","Networked Gas Daily Supply","2022M03D25","2022 March 25","20","Networked gas supply - imports","Gigawatt hours","132.460298"
"NGSD01C01","Networked Gas Daily Supply","2022M03D26","2022 March 26","-","All networked gas supply","Gigawatt hours","138.102649"
"NGSD01C01","Networked Gas Daily Supply","2022M03D26","2022 March 26","10","Networked gas supply - indigenous production","Gigawatt hours","35.316969"
"NGSD01C01","Networked Gas Daily Supply","2022M03D26","2022 March 26","20","Networked gas supply - imports","Gigawatt hours","102.78568"
"NGSD01C01","Networked Gas Daily Supply","2022M03D27","2022 March 27","-","All networked gas supply","Gigawatt hours","149.22581"
"NGSD01C01","Networked Gas Daily Supply","2022M03D27","2022 March 27","10","Networked gas supply - indigenous production","Gigawatt hours","43.317398"
"NGSD01C01","Networked Gas Daily Supply","2022M03D27","2022 March 27","20","Networked gas supply - imports","Gigawatt hours","105.908412"
"NGSD01C01","Networked Gas Daily Supply","2022M03D28","2022 March 28","-","All networked gas supply","Gigawatt hours","183.406845"
"NGSD01C01","Networked Gas Daily Supply","2022M03D28","2022 March 28","10","Networked gas supply - indigenous production","Gigawatt hours","43.884873"
"NGSD01C01","Networked Gas Daily Supply","2022M03D28","2022 March 28","20","Networked gas supply - imports","Gigawatt hours","139.521972"
"NGSD01C01","Networked Gas Daily Supply","2022M03D29","2022 March 29","-","All networked gas supply","Gigawatt hours","183.957974"
"NGSD01C01","Networked Gas Daily Supply","2022M03D29","2022 March 29","10","Networked gas supply - indigenous production","Gigawatt hours","43.731392"
"NGSD01C01","Networked Gas Daily Supply","2022M03D29","2022 March 29","20","Networked gas supply - imports","Gigawatt hours","140.226582"
"NGSD01C01","Networked Gas Daily Supply","2022M03D30","2022 March 30","-","All networked gas supply","Gigawatt hours","169.465866"
"NGSD01C01","Networked Gas Daily Supply","2022M03D30","2022 March 30","10","Networked gas supply - indigenous production","Gigawatt hours","43.650117"
"NGSD01C01","Networked Gas Daily Supply","2022M03D30","2022 March 30","20","Networked gas supply - imports","Gigawatt hours","125.815749"
"NGSD01C01","Networked Gas Daily Supply","2022M03D31","2022 March 31","-","All networked gas supply","Gigawatt hours","166.525789"
"NGSD01C01","Networked Gas Daily Supply","2022M03D31","2022 March 31","10","Networked gas supply - indigenous production","Gigawatt hours","43.717956"
"NGSD01C01","Networked Gas Daily Supply","2022M03D31","2022 March 31","20","Networked gas supply - imports","Gigawatt hours","122.807833"
"NGSD01C01","Networked Gas Daily Supply","2022M04D01","2022 April 01","-","All networked gas supply","Gigawatt hours","182.431806"
"NGSD01C01","Networked Gas Daily Supply","2022M04D01","2022 April 01","10","Networked gas supply - indigenous production","Gigawatt hours","43.522183"
"NGSD01C01","Networked Gas Daily Supply","2022M04D01","2022 April 01","20","Networked gas supply - imports","Gigawatt hours","138.909623"
"NGSD01C01","Networked Gas Daily Supply","2022M04D02","2022 April 02","-","All networked gas supply","Gigawatt hours","165.900711"
"NGSD01C01","Networked Gas Daily Supply","2022M04D02","2022 April 02","10","Networked gas supply - indigenous production","Gigawatt hours","43.459315"
"NGSD01C01","Networked Gas Daily Supply","2022M04D02","2022 April 02","20","Networked gas supply - imports","Gigawatt hours","122.441396"
"NGSD01C01","Networked Gas Daily Supply","2022M04D03","2022 April 03","-","All networked gas supply","Gigawatt hours","148.01397"
"NGSD01C01","Networked Gas Daily Supply","2022M04D03","2022 April 03","10","Networked gas supply - indigenous production","Gigawatt hours","43.270021"
"NGSD01C01","Networked Gas Daily Supply","2022M04D03","2022 April 03","20","Networked gas supply - imports","Gigawatt hours","104.743949"
"NGSD01C01","Networked Gas Daily Supply","2022M04D04","2022 April 04","-","All networked gas supply","Gigawatt hours","126.47119"
"NGSD01C01","Networked Gas Daily Supply","2022M04D04","2022 April 04","10","Networked gas supply - indigenous production","Gigawatt hours","43.518209"
"NGSD01C01","Networked Gas Daily Supply","2022M04D04","2022 April 04","20","Networked gas supply - imports","Gigawatt hours","82.952981"
"NGSD01C01","Networked Gas Daily Supply","2022M04D05","2022 April 05","-","All networked gas supply","Gigawatt hours","127.151658"
"NGSD01C01","Networked Gas Daily Supply","2022M04D05","2022 April 05","10","Networked gas supply - indigenous production","Gigawatt hours","41.902949"
"NGSD01C01","Networked Gas Daily Supply","2022M04D05","2022 April 05","20","Networked gas supply - imports","Gigawatt hours","85.248709"
"NGSD01C01","Networked Gas Daily Supply","2022M04D06","2022 April 06","-","All networked gas supply","Gigawatt hours","128.594416"
"NGSD01C01","Networked Gas Daily Supply","2022M04D06","2022 April 06","10","Networked gas supply - indigenous production","Gigawatt hours","37.13069"
"NGSD01C01","Networked Gas Daily Supply","2022M04D06","2022 April 06","20","Networked gas supply - imports","Gigawatt hours","91.463726"
"NGSD01C01","Networked Gas Daily Supply","2022M04D07","2022 April 07","-","All networked gas supply","Gigawatt hours","167.201996"
"NGSD01C01","Networked Gas Daily Supply","2022M04D07","2022 April 07","10","Networked gas supply - indigenous production","Gigawatt hours","43.501947"
"NGSD01C01","Networked Gas Daily Supply","2022M04D07","2022 April 07","20","Networked gas supply - imports","Gigawatt hours","123.700049"
"NGSD01C01","Networked Gas Daily Supply","2022M04D08","2022 April 08","-","All networked gas supply","Gigawatt hours","191.699006"
"NGSD01C01","Networked Gas Daily Supply","2022M04D08","2022 April 08","10","Networked gas supply - indigenous production","Gigawatt hours","43.697517"
"NGSD01C01","Networked Gas Daily Supply","2022M04D08","2022 April 08","20","Networked gas supply - imports","Gigawatt hours","148.001489"
"NGSD01C01","Networked Gas Daily Supply","2022M04D09","2022 April 09","-","All networked gas supply","Gigawatt hours","181.086777"
"NGSD01C01","Networked Gas Daily Supply","2022M04D09","2022 April 09","10","Networked gas supply - indigenous production","Gigawatt hours","43.460046"
"NGSD01C01","Networked Gas Daily Supply","2022M04D09","2022 April 09","20","Networked gas supply - imports","Gigawatt hours","137.626731"
"NGSD01C01","Networked Gas Daily Supply","2022M04D10","2022 April 10","-","All networked gas supply","Gigawatt hours","116.152778"
"NGSD01C01","Networked Gas Daily Supply","2022M04D10","2022 April 10","10","Networked gas supply - indigenous production","Gigawatt hours","43.372263"
"NGSD01C01","Networked Gas Daily Supply","2022M04D10","2022 April 10","20","Networked gas supply - imports","Gigawatt hours","72.780515"
"NGSD01C01","Networked Gas Daily Supply","2022M04D11","2022 April 11","-","All networked gas supply","Gigawatt hours","142.358158"
"NGSD01C01","Networked Gas Daily Supply","2022M04D11","2022 April 11","10","Networked gas supply - indigenous production","Gigawatt hours","43.296787"
"NGSD01C01","Networked Gas Daily Supply","2022M04D11","2022 April 11","20","Networked gas supply - imports","Gigawatt hours","99.061371"
"NGSD01C01","Networked Gas Daily Supply","2022M04D12","2022 April 12","-","All networked gas supply","Gigawatt hours","216.543922"
"NGSD01C01","Networked Gas Daily Supply","2022M04D12","2022 April 12","10","Networked gas supply - indigenous production","Gigawatt hours","43.286539"
"NGSD01C01","Networked Gas Daily Supply","2022M04D12","2022 April 12","20","Networked gas supply - imports","Gigawatt hours","173.257383"
"NGSD01C01","Networked Gas Daily Supply","2022M04D13","2022 April 13","-","All networked gas supply","Gigawatt hours","193.373844"
"NGSD01C01","Networked Gas Daily Supply","2022M04D13","2022 April 13","10","Networked gas supply - indigenous production","Gigawatt hours","43.15954"
"NGSD01C01","Networked Gas Daily Supply","2022M04D13","2022 April 13","20","Networked gas supply - imports","Gigawatt hours","150.214304"
"NGSD01C01","Networked Gas Daily Supply","2022M04D14","2022 April 14","-","All networked gas supply","Gigawatt hours","166.910425"
"NGSD01C01","Networked Gas Daily Supply","2022M04D14","2022 April 14","10","Networked gas supply - indigenous production","Gigawatt hours","43.305783"
"NGSD01C01","Networked Gas Daily Supply","2022M04D14","2022 April 14","20","Networked gas supply - imports","Gigawatt hours","123.604642"
"NGSD01C01","Networked Gas Daily Supply","2022M04D15","2022 April 15","-","All networked gas supply","Gigawatt hours","181.596364"
"NGSD01C01","Networked Gas Daily Supply","2022M04D15","2022 April 15","10","Networked gas supply - indigenous production","Gigawatt hours","43.280129"
"NGSD01C01","Networked Gas Daily Supply","2022M04D15","2022 April 15","20","Networked gas supply - imports","Gigawatt hours","138.316235"
"NGSD01C01","Networked Gas Daily Supply","2022M04D16","2022 April 16","-","All networked gas supply","Gigawatt hours","136.793133"
"NGSD01C01","Networked Gas Daily Supply","2022M04D16","2022 April 16","10","Networked gas supply - indigenous production","Gigawatt hours","43.187192"
"NGSD01C01","Networked Gas Daily Supply","2022M04D16","2022 April 16","20","Networked gas supply - imports","Gigawatt hours","93.605941"
"NGSD01C01","Networked Gas Daily Supply","2022M04D17","2022 April 17","-","All networked gas supply","Gigawatt hours","147.327821"
"NGSD01C01","Networked Gas Daily Supply","2022M04D17","2022 April 17","10","Networked gas supply - indigenous production","Gigawatt hours","43.313472"
"NGSD01C01","Networked Gas Daily Supply","2022M04D17","2022 April 17","20","Networked gas supply - imports","Gigawatt hours","104.014349"
"NGSD01C01","Networked Gas Daily Supply","2022M04D18","2022 April 18","-","All networked gas supply","Gigawatt hours","172.832173"
"NGSD01C01","Networked Gas Daily Supply","2022M04D18","2022 April 18","10","Networked gas supply - indigenous production","Gigawatt hours","43.282808"
"NGSD01C01","Networked Gas Daily Supply","2022M04D18","2022 April 18","20","Networked gas supply - imports","Gigawatt hours","129.549365"
"NGSD01C01","Networked Gas Daily Supply","2022M04D19","2022 April 19","-","All networked gas supply","Gigawatt hours","209.57662"
"NGSD01C01","Networked Gas Daily Supply","2022M04D19","2022 April 19","10","Networked gas supply - indigenous production","Gigawatt hours","43.263393"
"NGSD01C01","Networked Gas Daily Supply","2022M04D19","2022 April 19","20","Networked gas supply - imports","Gigawatt hours","166.313227"
"NGSD01C01","Networked Gas Daily Supply","2022M04D20","2022 April 20","-","All networked gas supply","Gigawatt hours","170.34642"
"NGSD01C01","Networked Gas Daily Supply","2022M04D20","2022 April 20","10","Networked gas supply - indigenous production","Gigawatt hours","43.207987"
"NGSD01C01","Networked Gas Daily Supply","2022M04D20","2022 April 20","20","Networked gas supply - imports","Gigawatt hours","127.138433"
"NGSD01C01","Networked Gas Daily Supply","2022M04D21","2022 April 21","-","All networked gas supply","Gigawatt hours","141.569877"
"NGSD01C01","Networked Gas Daily Supply","2022M04D21","2022 April 21","10","Networked gas supply - indigenous production","Gigawatt hours","42.873839"
"NGSD01C01","Networked Gas Daily Supply","2022M04D21","2022 April 21","20","Networked gas supply - imports","Gigawatt hours","98.696038"
"NGSD01C01","Networked Gas Daily Supply","2022M04D22","2022 April 22","-","All networked gas supply","Gigawatt hours","121.954655"
"NGSD01C01","Networked Gas Daily Supply","2022M04D22","2022 April 22","10","Networked gas supply - indigenous production","Gigawatt hours","43.030414"
"NGSD01C01","Networked Gas Daily Supply","2022M04D22","2022 April 22","20","Networked gas supply - imports","Gigawatt hours","78.924241"
"NGSD01C01","Networked Gas Daily Supply","2022M04D23","2022 April 23","-","All networked gas supply","Gigawatt hours","115.987501"
"NGSD01C01","Networked Gas Daily Supply","2022M04D23","2022 April 23","10","Networked gas supply - indigenous production","Gigawatt hours","42.986213"
"NGSD01C01","Networked Gas Daily Supply","2022M04D23","2022 April 23","20","Networked gas supply - imports","Gigawatt hours","73.001288"
"NGSD01C01","Networked Gas Daily Supply","2022M04D24","2022 April 24","-","All networked gas supply","Gigawatt hours","122.095817"
"NGSD01C01","Networked Gas Daily Supply","2022M04D24","2022 April 24","10","Networked gas supply - indigenous production","Gigawatt hours","42.960268"
"NGSD01C01","Networked Gas Daily Supply","2022M04D24","2022 April 24","20","Networked gas supply - imports","Gigawatt hours","79.135549"
"NGSD01C01","Networked Gas Daily Supply","2022M04D25","2022 April 25","-","All networked gas supply","Gigawatt hours","176.360404"
"NGSD01C01","Networked Gas Daily Supply","2022M04D25","2022 April 25","10","Networked gas supply - indigenous production","Gigawatt hours","42.952985"
"NGSD01C01","Networked Gas Daily Supply","2022M04D25","2022 April 25","20","Networked gas supply - imports","Gigawatt hours","133.407419"
"NGSD01C01","Networked Gas Daily Supply","2022M04D26","2022 April 26","-","All networked gas supply","Gigawatt hours","182.210998"
"NGSD01C01","Networked Gas Daily Supply","2022M04D26","2022 April 26","10","Networked gas supply - indigenous production","Gigawatt hours","42.922445"
"NGSD01C01","Networked Gas Daily Supply","2022M04D26","2022 April 26","20","Networked gas supply - imports","Gigawatt hours","139.288553"
"NGSD01C01","Networked Gas Daily Supply","2022M04D27","2022 April 27","-","All networked gas supply","Gigawatt hours","189.74791"
"NGSD01C01","Networked Gas Daily Supply","2022M04D27","2022 April 27","10","Networked gas supply - indigenous production","Gigawatt hours","40.272291"
"NGSD01C01","Networked Gas Daily Supply","2022M04D27","2022 April 27","20","Networked gas supply - imports","Gigawatt hours","149.475619"
"NGSD01C01","Networked Gas Daily Supply","2022M04D28","2022 April 28","-","All networked gas supply","Gigawatt hours","195.885021"
"NGSD01C01","Networked Gas Daily Supply","2022M04D28","2022 April 28","10","Networked gas supply - indigenous production","Gigawatt hours","42.401136"
"NGSD01C01","Networked Gas Daily Supply","2022M04D28","2022 April 28","20","Networked gas supply - imports","Gigawatt hours","153.483885"
"NGSD01C01","Networked Gas Daily Supply","2022M04D29","2022 April 29","-","All networked gas supply","Gigawatt hours","192.131808"
"NGSD01C01","Networked Gas Daily Supply","2022M04D29","2022 April 29","10","Networked gas supply - indigenous production","Gigawatt hours","42.890475"
"NGSD01C01","Networked Gas Daily Supply","2022M04D29","2022 April 29","20","Networked gas supply - imports","Gigawatt hours","149.241333"
"NGSD01C01","Networked Gas Daily Supply","2022M04D30","2022 April 30","-","All networked gas supply","Gigawatt hours","158.107256"
"NGSD01C01","Networked Gas Daily Supply","2022M04D30","2022 April 30","10","Networked gas supply - indigenous production","Gigawatt hours","42.831124"
"NGSD01C01","Networked Gas Daily Supply","2022M04D30","2022 April 30","20","Networked gas supply - imports","Gigawatt hours","115.276132"
"NGSD01C01","Networked Gas Daily Supply","2022M05D01","2022 May 01","-","All networked gas supply","Gigawatt hours","172.470292"
"NGSD01C01","Networked Gas Daily Supply","2022M05D01","2022 May 01","10","Networked gas supply - indigenous production","Gigawatt hours","42.899289"
"NGSD01C01","Networked Gas Daily Supply","2022M05D01","2022 May 01","20","Networked gas supply - imports","Gigawatt hours","129.571003"
"NGSD01C01","Networked Gas Daily Supply","2022M05D02","2022 May 02","-","All networked gas supply","Gigawatt hours","182.459064"
"NGSD01C01","Networked Gas Daily Supply","2022M05D02","2022 May 02","10","Networked gas supply - indigenous production","Gigawatt hours","42.800271"
"NGSD01C01","Networked Gas Daily Supply","2022M05D02","2022 May 02","20","Networked gas supply - imports","Gigawatt hours","139.658793"
"NGSD01C01","Networked Gas Daily Supply","2022M05D03","2022 May 03","-","All networked gas supply","Gigawatt hours","174.775882"
"NGSD01C01","Networked Gas Daily Supply","2022M05D03","2022 May 03","10","Networked gas supply - indigenous production","Gigawatt hours","40.553897"
"NGSD01C01","Networked Gas Daily Supply","2022M05D03","2022 May 03","20","Networked gas supply - imports","Gigawatt hours","134.221985"
"NGSD01C01","Networked Gas Daily Supply","2022M05D04","2022 May 04","-","All networked gas supply","Gigawatt hours","162.553527"
"NGSD01C01","Networked Gas Daily Supply","2022M05D04","2022 May 04","10","Networked gas supply - indigenous production","Gigawatt hours","43.107692"
"NGSD01C01","Networked Gas Daily Supply","2022M05D04","2022 May 04","20","Networked gas supply - imports","Gigawatt hours","119.445835"
"NGSD01C01","Networked Gas Daily Supply","2022M05D05","2022 May 05","-","All networked gas supply","Gigawatt hours","167.953733"
"NGSD01C01","Networked Gas Daily Supply","2022M05D05","2022 May 05","10","Networked gas supply - indigenous production","Gigawatt hours","42.543564"
"NGSD01C01","Networked Gas Daily Supply","2022M05D05","2022 May 05","20","Networked gas supply - imports","Gigawatt hours","125.410169"
"NGSD01C01","Networked Gas Daily Supply","2022M05D06","2022 May 06","-","All networked gas supply","Gigawatt hours","177.003098"
"NGSD01C01","Networked Gas Daily Supply","2022M05D06","2022 May 06","10","Networked gas supply - indigenous production","Gigawatt hours","42.630957"
"NGSD01C01","Networked Gas Daily Supply","2022M05D06","2022 May 06","20","Networked gas supply - imports","Gigawatt hours","134.372141"
"NGSD01C01","Networked Gas Daily Supply","2022M05D07","2022 May 07","-","All networked gas supply","Gigawatt hours","171.617268"
"NGSD01C01","Networked Gas Daily Supply","2022M05D07","2022 May 07","10","Networked gas supply - indigenous production","Gigawatt hours","42.430924"
