"STATISTIC","Statistic Label","TLIST(D1)","Day","C04132V04898","Network Gas Customer Type","UNIT","VALUE"
"NGSD02C01","Networked Gas Daily Demand","2020M06D07","2020 June 07","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.366079"
"NGSD02C01","Networked Gas Daily Demand","2020M06D07","2020 June 07","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.282387"
"NGSD02C01","Networked Gas Daily Demand","2020M06D07","2020 June 07","10","Power Plants","Gigawatt hours","110.226389"
"NGSD02C01","Networked Gas Daily Demand","2020M06D07","2020 June 07","-","All networked gas customers","Gigawatt hours","149.313303"
"NGSD02C01","Networked Gas Daily Demand","2020M06D08","2020 June 08","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.852678"
"NGSD02C01","Networked Gas Daily Demand","2020M06D08","2020 June 08","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.380401"
"NGSD02C01","Networked Gas Daily Demand","2020M06D08","2020 June 08","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.728987"
"NGSD02C01","Networked Gas Daily Demand","2020M06D08","2020 June 08","10","Power Plants","Gigawatt hours","135.416112"
"NGSD02C01","Networked Gas Daily Demand","2020M06D08","2020 June 08","-","All networked gas customers","Gigawatt hours","175.378178"
"NGSD02C01","Networked Gas Daily Demand","2020M06D09","2020 June 09","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.553687"
"NGSD02C01","Networked Gas Daily Demand","2020M06D09","2020 June 09","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.642144"
"NGSD02C01","Networked Gas Daily Demand","2020M06D09","2020 June 09","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.130653"
"NGSD02C01","Networked Gas Daily Demand","2020M06D09","2020 June 09","10","Power Plants","Gigawatt hours","133.60139"
"NGSD02C01","Networked Gas Daily Demand","2020M06D09","2020 June 09","-","All networked gas customers","Gigawatt hours","176.927874"
"NGSD02C01","Networked Gas Daily Demand","2020M06D10","2020 June 10","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.663776"
"NGSD02C01","Networked Gas Daily Demand","2020M06D10","2020 June 10","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.710982"
"NGSD02C01","Networked Gas Daily Demand","2020M06D10","2020 June 10","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","19.13121"
"NGSD02C01","Networked Gas Daily Demand","2020M06D10","2020 June 10","10","Power Plants","Gigawatt hours","120.258612"
"NGSD02C01","Networked Gas Daily Demand","2020M06D10","2020 June 10","-","All networked gas customers","Gigawatt hours","165.76458"
"NGSD02C01","Networked Gas Daily Demand","2020M06D11","2020 June 11","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","20.582032"
"NGSD02C01","Networked Gas Daily Demand","2020M06D11","2020 June 11","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.55466"
"NGSD02C01","Networked Gas Daily Demand","2020M06D11","2020 June 11","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.537925"
"NGSD02C01","Networked Gas Daily Demand","2020M06D11","2020 June 11","10","Power Plants","Gigawatt hours","88.199166"
"NGSD02C01","Networked Gas Daily Demand","2020M06D11","2020 June 11","-","All networked gas customers","Gigawatt hours","135.873783"
"NGSD02C01","Networked Gas Daily Demand","2020M06D12","2020 June 12","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","21.44618"
"NGSD02C01","Networked Gas Daily Demand","2020M06D12","2020 June 12","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.104097"
"NGSD02C01","Networked Gas Daily Demand","2020M06D12","2020 June 12","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.702138"
"NGSD02C01","Networked Gas Daily Demand","2020M06D12","2020 June 12","10","Power Plants","Gigawatt hours","106.129165"
"NGSD02C01","Networked Gas Daily Demand","2020M06D12","2020 June 12","-","All networked gas customers","Gigawatt hours","154.38158"
"NGSD02C01","Networked Gas Daily Demand","2020M06D13","2020 June 13","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.750207"
"NGSD02C01","Networked Gas Daily Demand","2020M06D13","2020 June 13","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.991027"
"NGSD02C01","Networked Gas Daily Demand","2020M06D13","2020 June 13","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.423562"
"NGSD02C01","Networked Gas Daily Demand","2020M06D13","2020 June 13","10","Power Plants","Gigawatt hours","122.767223"
"NGSD02C01","Networked Gas Daily Demand","2020M06D13","2020 June 13","-","All networked gas customers","Gigawatt hours","159.932019"
"NGSD02C01","Networked Gas Daily Demand","2020M06D14","2020 June 14","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.752902"
"NGSD02C01","Networked Gas Daily Demand","2020M06D14","2020 June 14","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.640632"
"NGSD02C01","Networked Gas Daily Demand","2020M06D14","2020 June 14","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.777829"
"NGSD02C01","Networked Gas Daily Demand","2020M06D14","2020 June 14","10","Power Plants","Gigawatt hours","136.458612"
"NGSD02C01","Networked Gas Daily Demand","2020M06D14","2020 June 14","-","All networked gas customers","Gigawatt hours","169.629975"
"NGSD02C01","Networked Gas Daily Demand","2020M06D15","2020 June 15","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","9.941315"
"NGSD02C01","Networked Gas Daily Demand","2020M06D15","2020 June 15","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.81722"
"NGSD02C01","Networked Gas Daily Demand","2020M06D15","2020 June 15","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.299145"
"NGSD02C01","Networked Gas Daily Demand","2020M06D15","2020 June 15","10","Power Plants","Gigawatt hours","142.105277"
"NGSD02C01","Networked Gas Daily Demand","2020M06D15","2020 June 15","-","All networked gas customers","Gigawatt hours","177.162957"
"NGSD02C01","Networked Gas Daily Demand","2020M06D16","2020 June 16","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.538812"
"NGSD02C01","Networked Gas Daily Demand","2020M06D16","2020 June 16","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.211143"
"NGSD02C01","Networked Gas Daily Demand","2020M06D16","2020 June 16","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.227926"
"NGSD02C01","Networked Gas Daily Demand","2020M06D16","2020 June 16","10","Power Plants","Gigawatt hours","142.256111"
"NGSD02C01","Networked Gas Daily Demand","2020M06D16","2020 June 16","-","All networked gas customers","Gigawatt hours","179.233992"
"NGSD02C01","Networked Gas Daily Demand","2020M06D17","2020 June 17","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.522938"
"NGSD02C01","Networked Gas Daily Demand","2020M06D17","2020 June 17","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.399074"
"NGSD02C01","Networked Gas Daily Demand","2020M06D17","2020 June 17","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.385407"
"NGSD02C01","Networked Gas Daily Demand","2020M06D17","2020 June 17","10","Power Plants","Gigawatt hours","145.44389"
"NGSD02C01","Networked Gas Daily Demand","2020M06D17","2020 June 17","-","All networked gas customers","Gigawatt hours","183.751309"
"NGSD02C01","Networked Gas Daily Demand","2020M06D18","2020 June 18","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.098484"
"NGSD02C01","Networked Gas Daily Demand","2020M06D18","2020 June 18","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.288638"
"NGSD02C01","Networked Gas Daily Demand","2020M06D18","2020 June 18","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.649311"
"NGSD02C01","Networked Gas Daily Demand","2020M06D18","2020 June 18","10","Power Plants","Gigawatt hours","139.009167"
"NGSD02C01","Networked Gas Daily Demand","2020M06D18","2020 June 18","-","All networked gas customers","Gigawatt hours","178.0456"
"NGSD02C01","Networked Gas Daily Demand","2020M06D19","2020 June 19","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","14.338344"
"NGSD02C01","Networked Gas Daily Demand","2020M06D19","2020 June 19","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.138575"
"NGSD02C01","Networked Gas Daily Demand","2020M06D19","2020 June 19","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.574534"
"NGSD02C01","Networked Gas Daily Demand","2020M06D19","2020 June 19","10","Power Plants","Gigawatt hours","131.415"
"NGSD02C01","Networked Gas Daily Demand","2020M06D19","2020 June 19","-","All networked gas customers","Gigawatt hours","172.466453"
"NGSD02C01","Networked Gas Daily Demand","2020M06D20","2020 June 20","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.290058"
"NGSD02C01","Networked Gas Daily Demand","2020M06D20","2020 June 20","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.275083"
"NGSD02C01","Networked Gas Daily Demand","2020M06D20","2020 June 20","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.262988"
"NGSD02C01","Networked Gas Daily Demand","2020M06D20","2020 June 20","10","Power Plants","Gigawatt hours","72.123888"
"NGSD02C01","Networked Gas Daily Demand","2020M06D20","2020 June 20","-","All networked gas customers","Gigawatt hours","107.952017"
"NGSD02C01","Networked Gas Daily Demand","2020M06D21","2020 June 21","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.52781"
"NGSD02C01","Networked Gas Daily Demand","2020M06D21","2020 June 21","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.894083"
"NGSD02C01","Networked Gas Daily Demand","2020M06D21","2020 June 21","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.498831"
"NGSD02C01","Networked Gas Daily Demand","2020M06D21","2020 June 21","10","Power Plants","Gigawatt hours","72.095833"
"NGSD02C01","Networked Gas Daily Demand","2020M06D21","2020 June 21","-","All networked gas customers","Gigawatt hours","105.016557"
"NGSD02C01","Networked Gas Daily Demand","2020M06D22","2020 June 22","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.651859"
"NGSD02C01","Networked Gas Daily Demand","2020M06D22","2020 June 22","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.247091"
"NGSD02C01","Networked Gas Daily Demand","2020M06D22","2020 June 22","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.772638"
"NGSD02C01","Networked Gas Daily Demand","2020M06D22","2020 June 22","10","Power Plants","Gigawatt hours","90.707223"
"NGSD02C01","Networked Gas Daily Demand","2020M06D22","2020 June 22","-","All networked gas customers","Gigawatt hours","129.378811"
"NGSD02C01","Networked Gas Daily Demand","2020M06D23","2020 June 23","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.41221"
"NGSD02C01","Networked Gas Daily Demand","2020M06D23","2020 June 23","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.366076"
"NGSD02C01","Networked Gas Daily Demand","2020M06D23","2020 June 23","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.050204"
"NGSD02C01","Networked Gas Daily Demand","2020M06D23","2020 June 23","10","Power Plants","Gigawatt hours","117.149166"
"NGSD02C01","Networked Gas Daily Demand","2020M06D23","2020 June 23","-","All networked gas customers","Gigawatt hours","155.977656"
"NGSD02C01","Networked Gas Daily Demand","2020M06D24","2020 June 24","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.4188"
"NGSD02C01","Networked Gas Daily Demand","2020M06D24","2020 June 24","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.238311"
"NGSD02C01","Networked Gas Daily Demand","2020M06D24","2020 June 24","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.431542"
"NGSD02C01","Networked Gas Daily Demand","2020M06D24","2020 June 24","10","Power Plants","Gigawatt hours","124.888889"
"NGSD02C01","Networked Gas Daily Demand","2020M06D24","2020 June 24","-","All networked gas customers","Gigawatt hours","161.977542"
"NGSD02C01","Networked Gas Daily Demand","2020M06D25","2020 June 25","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","9.073347"
"NGSD02C01","Networked Gas Daily Demand","2020M06D25","2020 June 25","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.834113"
"NGSD02C01","Networked Gas Daily Demand","2020M06D25","2020 June 25","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.204445"
"NGSD02C01","Networked Gas Daily Demand","2020M06D25","2020 June 25","10","Power Plants","Gigawatt hours","127.2825"
"NGSD02C01","Networked Gas Daily Demand","2020M06D25","2020 June 25","-","All networked gas customers","Gigawatt hours","162.394405"
"NGSD02C01","Networked Gas Daily Demand","2020M06D26","2020 June 26","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","9.546251"
"NGSD02C01","Networked Gas Daily Demand","2020M06D26","2020 June 26","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.491525"
"NGSD02C01","Networked Gas Daily Demand","2020M06D26","2020 June 26","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.92398"
"NGSD02C01","Networked Gas Daily Demand","2020M06D26","2020 June 26","10","Power Plants","Gigawatt hours","121.031388"
"NGSD02C01","Networked Gas Daily Demand","2020M06D26","2020 June 26","-","All networked gas customers","Gigawatt hours","155.993144"
"NGSD02C01","Networked Gas Daily Demand","2020M06D27","2020 June 27","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.645886"
"NGSD02C01","Networked Gas Daily Demand","2020M06D27","2020 June 27","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.047037"
"NGSD02C01","Networked Gas Daily Demand","2020M06D27","2020 June 27","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.605144"
"NGSD02C01","Networked Gas Daily Demand","2020M06D27","2020 June 27","10","Power Plants","Gigawatt hours","66.317499"
"NGSD02C01","Networked Gas Daily Demand","2020M06D27","2020 June 27","-","All networked gas customers","Gigawatt hours","99.615566"
"NGSD02C01","Networked Gas Daily Demand","2020M06D28","2020 June 28","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.103134"
"NGSD02C01","Networked Gas Daily Demand","2020M06D28","2020 June 28","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.054852"
"NGSD02C01","Networked Gas Daily Demand","2020M06D28","2020 June 28","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.577362"
"NGSD02C01","Networked Gas Daily Demand","2020M06D28","2020 June 28","10","Power Plants","Gigawatt hours","54.07389"
"NGSD02C01","Networked Gas Daily Demand","2020M06D28","2020 June 28","-","All networked gas customers","Gigawatt hours","89.809238"
"NGSD02C01","Networked Gas Daily Demand","2020M06D29","2020 June 29","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.494293"
"NGSD02C01","Networked Gas Daily Demand","2020M06D29","2020 June 29","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.559464"
"NGSD02C01","Networked Gas Daily Demand","2020M06D29","2020 June 29","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.100338"
"NGSD02C01","Networked Gas Daily Demand","2020M06D29","2020 June 29","10","Power Plants","Gigawatt hours","78.409167"
"NGSD02C01","Networked Gas Daily Demand","2020M06D29","2020 June 29","-","All networked gas customers","Gigawatt hours","122.563262"
"NGSD02C01","Networked Gas Daily Demand","2020M06D30","2020 June 30","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","14.33255"
"NGSD02C01","Networked Gas Daily Demand","2020M06D30","2020 June 30","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.695357"
"NGSD02C01","Networked Gas Daily Demand","2020M06D30","2020 June 30","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.604907"
"NGSD02C01","Networked Gas Daily Demand","2020M06D30","2020 June 30","10","Power Plants","Gigawatt hours","125.1275"
"NGSD02C01","Networked Gas Daily Demand","2020M06D30","2020 June 30","-","All networked gas customers","Gigawatt hours","166.760314"
"NGSD02C01","Networked Gas Daily Demand","2020M07D01","2020 July 01","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","15.004048"
"NGSD02C01","Networked Gas Daily Demand","2020M07D01","2020 July 01","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.683942"
"NGSD02C01","Networked Gas Daily Demand","2020M07D01","2020 July 01","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.263294"
"NGSD02C01","Networked Gas Daily Demand","2020M07D01","2020 July 01","10","Power Plants","Gigawatt hours","129.153332"
"NGSD02C01","Networked Gas Daily Demand","2020M07D01","2020 July 01","-","All networked gas customers","Gigawatt hours","171.104616"
"NGSD02C01","Networked Gas Daily Demand","2020M07D02","2020 July 02","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.163309"
"NGSD02C01","Networked Gas Daily Demand","2020M07D02","2020 July 02","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.445098"
"NGSD02C01","Networked Gas Daily Demand","2020M07D02","2020 July 02","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.848251"
"NGSD02C01","Networked Gas Daily Demand","2020M07D02","2020 July 02","10","Power Plants","Gigawatt hours","116.528333"
"NGSD02C01","Networked Gas Daily Demand","2020M07D02","2020 July 02","-","All networked gas customers","Gigawatt hours","156.984991"
"NGSD02C01","Networked Gas Daily Demand","2020M07D03","2020 July 03","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.839746"
"NGSD02C01","Networked Gas Daily Demand","2020M07D03","2020 July 03","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.966606"
"NGSD02C01","Networked Gas Daily Demand","2020M07D03","2020 July 03","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.633684"
"NGSD02C01","Networked Gas Daily Demand","2020M07D03","2020 July 03","10","Power Plants","Gigawatt hours","94.185278"
"NGSD02C01","Networked Gas Daily Demand","2020M07D03","2020 July 03","-","All networked gas customers","Gigawatt hours","134.625314"
"NGSD02C01","Networked Gas Daily Demand","2020M07D04","2020 July 04","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.297474"
"NGSD02C01","Networked Gas Daily Demand","2020M07D04","2020 July 04","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.167365"
"NGSD02C01","Networked Gas Daily Demand","2020M07D04","2020 July 04","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.433786"
"NGSD02C01","Networked Gas Daily Demand","2020M07D04","2020 July 04","10","Power Plants","Gigawatt hours","79.452776"
"NGSD02C01","Networked Gas Daily Demand","2020M07D04","2020 July 04","-","All networked gas customers","Gigawatt hours","114.351401"
"NGSD02C01","Networked Gas Daily Demand","2020M07D05","2020 July 05","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.56688"
"NGSD02C01","Networked Gas Daily Demand","2020M07D05","2020 July 05","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.055976"
"NGSD02C01","Networked Gas Daily Demand","2020M07D05","2020 July 05","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.451191"
"NGSD02C01","Networked Gas Daily Demand","2020M07D05","2020 July 05","10","Power Plants","Gigawatt hours","59.413055"
"NGSD02C01","Networked Gas Daily Demand","2020M07D05","2020 July 05","-","All networked gas customers","Gigawatt hours","95.487102"
"NGSD02C01","Networked Gas Daily Demand","2020M07D06","2020 July 06","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.40468"
"NGSD02C01","Networked Gas Daily Demand","2020M07D06","2020 July 06","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.490274"
"NGSD02C01","Networked Gas Daily Demand","2020M07D06","2020 July 06","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.960559"
"NGSD02C01","Networked Gas Daily Demand","2020M07D06","2020 July 06","10","Power Plants","Gigawatt hours","128.458888"
"NGSD02C01","Networked Gas Daily Demand","2020M07D06","2020 July 06","-","All networked gas customers","Gigawatt hours","168.314401"
"NGSD02C01","Networked Gas Daily Demand","2020M07D07","2020 July 07","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.608649"
"NGSD02C01","Networked Gas Daily Demand","2020M07D07","2020 July 07","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.815369"
"NGSD02C01","Networked Gas Daily Demand","2020M07D07","2020 July 07","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.117906"
"NGSD02C01","Networked Gas Daily Demand","2020M07D07","2020 July 07","10","Power Plants","Gigawatt hours","124.831111"
"NGSD02C01","Networked Gas Daily Demand","2020M07D07","2020 July 07","-","All networked gas customers","Gigawatt hours","168.373035"
"NGSD02C01","Networked Gas Daily Demand","2020M07D08","2020 July 08","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.231109"
"NGSD02C01","Networked Gas Daily Demand","2020M07D08","2020 July 08","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.708171"
"NGSD02C01","Networked Gas Daily Demand","2020M07D08","2020 July 08","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.174175"
"NGSD02C01","Networked Gas Daily Demand","2020M07D08","2020 July 08","10","Power Plants","Gigawatt hours","130.582777"
"NGSD02C01","Networked Gas Daily Demand","2020M07D08","2020 July 08","-","All networked gas customers","Gigawatt hours","174.696232"
"NGSD02C01","Networked Gas Daily Demand","2020M07D09","2020 July 09","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","14.980766"
"NGSD02C01","Networked Gas Daily Demand","2020M07D09","2020 July 09","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.479399"
"NGSD02C01","Networked Gas Daily Demand","2020M07D09","2020 July 09","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.853036"
"NGSD02C01","Networked Gas Daily Demand","2020M07D09","2020 July 09","10","Power Plants","Gigawatt hours","113.821945"
"NGSD02C01","Networked Gas Daily Demand","2020M07D09","2020 July 09","-","All networked gas customers","Gigawatt hours","155.135146"
"NGSD02C01","Networked Gas Daily Demand","2020M07D10","2020 July 10","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.999865"
"NGSD02C01","Networked Gas Daily Demand","2020M07D10","2020 July 10","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.036835"
"NGSD02C01","Networked Gas Daily Demand","2020M07D10","2020 July 10","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.49836"
"NGSD02C01","Networked Gas Daily Demand","2020M07D10","2020 July 10","10","Power Plants","Gigawatt hours","123.350833"
"NGSD02C01","Networked Gas Daily Demand","2020M07D10","2020 July 10","-","All networked gas customers","Gigawatt hours","163.885893"
"NGSD02C01","Networked Gas Daily Demand","2020M07D11","2020 July 11","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.748607"
"NGSD02C01","Networked Gas Daily Demand","2020M07D11","2020 July 11","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.129883"
"NGSD02C01","Networked Gas Daily Demand","2020M07D11","2020 July 11","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.16851"
"NGSD02C01","Networked Gas Daily Demand","2020M07D11","2020 July 11","10","Power Plants","Gigawatt hours","128.100278"
"NGSD02C01","Networked Gas Daily Demand","2020M07D11","2020 July 11","-","All networked gas customers","Gigawatt hours","164.147278"
"NGSD02C01","Networked Gas Daily Demand","2020M07D12","2020 July 12","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.768842"
"NGSD02C01","Networked Gas Daily Demand","2020M07D12","2020 July 12","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.790372"
"NGSD02C01","Networked Gas Daily Demand","2020M07D12","2020 July 12","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.336491"
"NGSD02C01","Networked Gas Daily Demand","2020M07D12","2020 July 12","10","Power Plants","Gigawatt hours","91.635279"
"NGSD02C01","Networked Gas Daily Demand","2020M07D12","2020 July 12","-","All networked gas customers","Gigawatt hours","125.530984"
"NGSD02C01","Networked Gas Daily Demand","2020M07D13","2020 July 13","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.731046"
"NGSD02C01","Networked Gas Daily Demand","2020M07D13","2020 July 13","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.941107"
"NGSD02C01","Networked Gas Daily Demand","2020M07D13","2020 July 13","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.830423"
"NGSD02C01","Networked Gas Daily Demand","2020M07D13","2020 July 13","10","Power Plants","Gigawatt hours","125.705832"
"NGSD02C01","Networked Gas Daily Demand","2020M07D13","2020 July 13","-","All networked gas customers","Gigawatt hours","163.208408"
"NGSD02C01","Networked Gas Daily Demand","2020M07D14","2020 July 14","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","15.128213"
"NGSD02C01","Networked Gas Daily Demand","2020M07D14","2020 July 14","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.436979"
"NGSD02C01","Networked Gas Daily Demand","2020M07D14","2020 July 14","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.579333"
"NGSD02C01","Networked Gas Daily Demand","2020M07D14","2020 July 14","10","Power Plants","Gigawatt hours","109.780557"
"NGSD02C01","Networked Gas Daily Demand","2020M07D14","2020 July 14","-","All networked gas customers","Gigawatt hours","150.925082"
