"STATISTIC","Statistic Label","TLIST(D1)","Day","C04132V04898","Network Gas Customer Type","UNIT","VALUE"
"NGSD02C01","Networked Gas Daily Demand","2020M07D15","2020 July 15","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.844155"
"NGSD02C01","Networked Gas Daily Demand","2020M07D15","2020 July 15","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.110579"
"NGSD02C01","Networked Gas Daily Demand","2020M07D15","2020 July 15","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.298541"
"NGSD02C01","Networked Gas Daily Demand","2020M07D15","2020 July 15","10","Power Plants","Gigawatt hours","104.728333"
"NGSD02C01","Networked Gas Daily Demand","2020M07D15","2020 July 15","-","All networked gas customers","Gigawatt hours","142.981608"
"NGSD02C01","Networked Gas Daily Demand","2020M07D16","2020 July 16","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.550398"
"NGSD02C01","Networked Gas Daily Demand","2020M07D16","2020 July 16","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.953984"
"NGSD02C01","Networked Gas Daily Demand","2020M07D16","2020 July 16","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.978532"
"NGSD02C01","Networked Gas Daily Demand","2020M07D16","2020 July 16","10","Power Plants","Gigawatt hours","120.339166"
"NGSD02C01","Networked Gas Daily Demand","2020M07D16","2020 July 16","-","All networked gas customers","Gigawatt hours","155.82208"
"NGSD02C01","Networked Gas Daily Demand","2020M07D17","2020 July 17","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.023637"
"NGSD02C01","Networked Gas Daily Demand","2020M07D17","2020 July 17","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.722348"
"NGSD02C01","Networked Gas Daily Demand","2020M07D17","2020 July 17","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.346756"
"NGSD02C01","Networked Gas Daily Demand","2020M07D17","2020 July 17","10","Power Plants","Gigawatt hours","123.006388"
"NGSD02C01","Networked Gas Daily Demand","2020M07D17","2020 July 17","-","All networked gas customers","Gigawatt hours","159.099129"
"NGSD02C01","Networked Gas Daily Demand","2020M07D18","2020 July 18","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.193707"
"NGSD02C01","Networked Gas Daily Demand","2020M07D18","2020 July 18","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.110569"
"NGSD02C01","Networked Gas Daily Demand","2020M07D18","2020 July 18","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.020283"
"NGSD02C01","Networked Gas Daily Demand","2020M07D18","2020 July 18","10","Power Plants","Gigawatt hours","124.47861"
"NGSD02C01","Networked Gas Daily Demand","2020M07D18","2020 July 18","-","All networked gas customers","Gigawatt hours","157.803169"
"NGSD02C01","Networked Gas Daily Demand","2020M07D19","2020 July 19","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","9.797853"
"NGSD02C01","Networked Gas Daily Demand","2020M07D19","2020 July 19","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.908935"
"NGSD02C01","Networked Gas Daily Demand","2020M07D19","2020 July 19","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.424803"
"NGSD02C01","Networked Gas Daily Demand","2020M07D19","2020 July 19","10","Power Plants","Gigawatt hours","110.198888"
"NGSD02C01","Networked Gas Daily Demand","2020M07D19","2020 July 19","-","All networked gas customers","Gigawatt hours","141.330479"
"NGSD02C01","Networked Gas Daily Demand","2020M07D20","2020 July 20","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.301116"
"NGSD02C01","Networked Gas Daily Demand","2020M07D20","2020 July 20","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.142743"
"NGSD02C01","Networked Gas Daily Demand","2020M07D20","2020 July 20","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.787164"
"NGSD02C01","Networked Gas Daily Demand","2020M07D20","2020 July 20","10","Power Plants","Gigawatt hours","114.559723"
"NGSD02C01","Networked Gas Daily Demand","2020M07D20","2020 July 20","-","All networked gas customers","Gigawatt hours","150.790746"
"NGSD02C01","Networked Gas Daily Demand","2020M07D21","2020 July 21","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.589867"
"NGSD02C01","Networked Gas Daily Demand","2020M07D21","2020 July 21","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.217745"
"NGSD02C01","Networked Gas Daily Demand","2020M07D21","2020 July 21","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.748289"
"NGSD02C01","Networked Gas Daily Demand","2020M07D21","2020 July 21","10","Power Plants","Gigawatt hours","116.584999"
"NGSD02C01","Networked Gas Daily Demand","2020M07D21","2020 July 21","-","All networked gas customers","Gigawatt hours","153.1409"
"NGSD02C01","Networked Gas Daily Demand","2020M07D22","2020 July 22","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.69509"
"NGSD02C01","Networked Gas Daily Demand","2020M07D22","2020 July 22","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.294384"
"NGSD02C01","Networked Gas Daily Demand","2020M07D22","2020 July 22","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.778471"
"NGSD02C01","Networked Gas Daily Demand","2020M07D22","2020 July 22","10","Power Plants","Gigawatt hours","114.7275"
"NGSD02C01","Networked Gas Daily Demand","2020M07D22","2020 July 22","-","All networked gas customers","Gigawatt hours","150.495445"
"NGSD02C01","Networked Gas Daily Demand","2020M07D23","2020 July 23","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.805334"
"NGSD02C01","Networked Gas Daily Demand","2020M07D23","2020 July 23","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.192337"
"NGSD02C01","Networked Gas Daily Demand","2020M07D23","2020 July 23","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.465274"
"NGSD02C01","Networked Gas Daily Demand","2020M07D23","2020 July 23","10","Power Plants","Gigawatt hours","127.205556"
"NGSD02C01","Networked Gas Daily Demand","2020M07D23","2020 July 23","-","All networked gas customers","Gigawatt hours","162.668501"
"NGSD02C01","Networked Gas Daily Demand","2020M07D24","2020 July 24","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.158775"
"NGSD02C01","Networked Gas Daily Demand","2020M07D24","2020 July 24","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.700875"
"NGSD02C01","Networked Gas Daily Demand","2020M07D24","2020 July 24","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.416245"
"NGSD02C01","Networked Gas Daily Demand","2020M07D24","2020 July 24","10","Power Plants","Gigawatt hours","113.964722"
"NGSD02C01","Networked Gas Daily Demand","2020M07D24","2020 July 24","-","All networked gas customers","Gigawatt hours","149.240617"
"NGSD02C01","Networked Gas Daily Demand","2020M07D25","2020 July 25","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.751724"
"NGSD02C01","Networked Gas Daily Demand","2020M07D25","2020 July 25","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.880353"
"NGSD02C01","Networked Gas Daily Demand","2020M07D25","2020 July 25","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.33823"
"NGSD02C01","Networked Gas Daily Demand","2020M07D25","2020 July 25","10","Power Plants","Gigawatt hours","98.169445"
"NGSD02C01","Networked Gas Daily Demand","2020M07D25","2020 July 25","-","All networked gas customers","Gigawatt hours","129.139752"
"NGSD02C01","Networked Gas Daily Demand","2020M07D26","2020 July 26","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.412813"
"NGSD02C01","Networked Gas Daily Demand","2020M07D26","2020 July 26","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.513061"
"NGSD02C01","Networked Gas Daily Demand","2020M07D26","2020 July 26","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","13.659162"
"NGSD02C01","Networked Gas Daily Demand","2020M07D26","2020 July 26","10","Power Plants","Gigawatt hours","92.450375"
"NGSD02C01","Networked Gas Daily Demand","2020M07D26","2020 July 26","-","All networked gas customers","Gigawatt hours","122.035411"
"NGSD02C01","Networked Gas Daily Demand","2020M07D27","2020 July 27","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.527031"
"NGSD02C01","Networked Gas Daily Demand","2020M07D27","2020 July 27","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.744023"
"NGSD02C01","Networked Gas Daily Demand","2020M07D27","2020 July 27","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.135633"
"NGSD02C01","Networked Gas Daily Demand","2020M07D27","2020 July 27","10","Power Plants","Gigawatt hours","91.420277"
"NGSD02C01","Networked Gas Daily Demand","2020M07D27","2020 July 27","-","All networked gas customers","Gigawatt hours","125.826964"
"NGSD02C01","Networked Gas Daily Demand","2020M07D28","2020 July 28","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.179189"
"NGSD02C01","Networked Gas Daily Demand","2020M07D28","2020 July 28","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.676732"
"NGSD02C01","Networked Gas Daily Demand","2020M07D28","2020 July 28","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.605829"
"NGSD02C01","Networked Gas Daily Demand","2020M07D28","2020 July 28","10","Power Plants","Gigawatt hours","126.614723"
"NGSD02C01","Networked Gas Daily Demand","2020M07D28","2020 July 28","-","All networked gas customers","Gigawatt hours","162.076473"
"NGSD02C01","Networked Gas Daily Demand","2020M07D29","2020 July 29","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.290961"
"NGSD02C01","Networked Gas Daily Demand","2020M07D29","2020 July 29","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.766239"
"NGSD02C01","Networked Gas Daily Demand","2020M07D29","2020 July 29","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.874365"
"NGSD02C01","Networked Gas Daily Demand","2020M07D29","2020 July 29","10","Power Plants","Gigawatt hours","113.712222"
"NGSD02C01","Networked Gas Daily Demand","2020M07D29","2020 July 29","-","All networked gas customers","Gigawatt hours","150.643787"
"NGSD02C01","Networked Gas Daily Demand","2020M07D30","2020 July 30","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","11.487099"
"NGSD02C01","Networked Gas Daily Demand","2020M07D30","2020 July 30","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.734713"
"NGSD02C01","Networked Gas Daily Demand","2020M07D30","2020 July 30","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.514189"
"NGSD02C01","Networked Gas Daily Demand","2020M07D30","2020 July 30","10","Power Plants","Gigawatt hours","81.671388"
"NGSD02C01","Networked Gas Daily Demand","2020M07D30","2020 July 30","-","All networked gas customers","Gigawatt hours","117.407389"
"NGSD02C01","Networked Gas Daily Demand","2020M07D31","2020 July 31","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.450913"
"NGSD02C01","Networked Gas Daily Demand","2020M07D31","2020 July 31","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.169293"
"NGSD02C01","Networked Gas Daily Demand","2020M07D31","2020 July 31","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.811281"
"NGSD02C01","Networked Gas Daily Demand","2020M07D31","2020 July 31","10","Power Plants","Gigawatt hours","112.69"
"NGSD02C01","Networked Gas Daily Demand","2020M07D31","2020 July 31","-","All networked gas customers","Gigawatt hours","147.121487"
"NGSD02C01","Networked Gas Daily Demand","2020M08D01","2020 August 01","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.499227"
"NGSD02C01","Networked Gas Daily Demand","2020M08D01","2020 August 01","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.803337"
"NGSD02C01","Networked Gas Daily Demand","2020M08D01","2020 August 01","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.739177"
"NGSD02C01","Networked Gas Daily Demand","2020M08D01","2020 August 01","10","Power Plants","Gigawatt hours","120.143335"
"NGSD02C01","Networked Gas Daily Demand","2020M08D01","2020 August 01","-","All networked gas customers","Gigawatt hours","153.185076"
"NGSD02C01","Networked Gas Daily Demand","2020M08D02","2020 August 02","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.251936"
"NGSD02C01","Networked Gas Daily Demand","2020M08D02","2020 August 02","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.560225"
"NGSD02C01","Networked Gas Daily Demand","2020M08D02","2020 August 02","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.081932"
"NGSD02C01","Networked Gas Daily Demand","2020M08D02","2020 August 02","10","Power Plants","Gigawatt hours","121.866122"
"NGSD02C01","Networked Gas Daily Demand","2020M08D02","2020 August 02","-","All networked gas customers","Gigawatt hours","153.760215"
"NGSD02C01","Networked Gas Daily Demand","2020M08D03","2020 August 03","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.938661"
"NGSD02C01","Networked Gas Daily Demand","2020M08D03","2020 August 03","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.154323"
"NGSD02C01","Networked Gas Daily Demand","2020M08D03","2020 August 03","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.600664"
"NGSD02C01","Networked Gas Daily Demand","2020M08D03","2020 August 03","10","Power Plants","Gigawatt hours","110.521668"
"NGSD02C01","Networked Gas Daily Demand","2020M08D03","2020 August 03","-","All networked gas customers","Gigawatt hours","143.215316"
"NGSD02C01","Networked Gas Daily Demand","2020M08D04","2020 August 04","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.565425"
"NGSD02C01","Networked Gas Daily Demand","2020M08D04","2020 August 04","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.600844"
"NGSD02C01","Networked Gas Daily Demand","2020M08D04","2020 August 04","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.67087"
"NGSD02C01","Networked Gas Daily Demand","2020M08D04","2020 August 04","10","Power Plants","Gigawatt hours","66.114167"
"NGSD02C01","Networked Gas Daily Demand","2020M08D04","2020 August 04","-","All networked gas customers","Gigawatt hours","100.951306"
"NGSD02C01","Networked Gas Daily Demand","2020M08D05","2020 August 05","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.257175"
"NGSD02C01","Networked Gas Daily Demand","2020M08D05","2020 August 05","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.733133"
"NGSD02C01","Networked Gas Daily Demand","2020M08D05","2020 August 05","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.125338"
"NGSD02C01","Networked Gas Daily Demand","2020M08D05","2020 August 05","10","Power Plants","Gigawatt hours","126.295557"
"NGSD02C01","Networked Gas Daily Demand","2020M08D05","2020 August 05","-","All networked gas customers","Gigawatt hours","161.411203"
"NGSD02C01","Networked Gas Daily Demand","2020M08D06","2020 August 06","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","10.013474"
"NGSD02C01","Networked Gas Daily Demand","2020M08D06","2020 August 06","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.820943"
"NGSD02C01","Networked Gas Daily Demand","2020M08D06","2020 August 06","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.323948"
"NGSD02C01","Networked Gas Daily Demand","2020M08D06","2020 August 06","10","Power Plants","Gigawatt hours","120.841668"
"NGSD02C01","Networked Gas Daily Demand","2020M08D06","2020 August 06","-","All networked gas customers","Gigawatt hours","156.000033"
